id_colaborador,nombre_colaborador,cargo,telefono,activo
COL626,Jorge,DESPACHADOR,6014902024,true
COL627, Carlos ,Desarrollador,6023213193,false
COL628,Luis,Soporte Técnico,6055160007,false
COL629,Diana,DESARROLLADOR,6040765243,false
COL630, Laura ,Desarrollador,6065791517,true
COL631,Luis,SOPORTE TÉCNICO,6027774457,true
COL632,Jorge,Gerente,602926696,true
COL633,Jorge,Despachador,606792095,false
COL634,Maria,Soporte Técnico,6021789561,false
COL635, Jorge ,Despachador,6090785822,false
COL636,Laura,Despachador,6047918641,false
COL637,Ana,Soporte Técnico,604587532,true
COL638, Maria ,Soporte Técnico,6089947861,false
COL639,Laura,Desarrollador,6019597692,false
COL640,Carlos,Gerente,6046524092,false
COL641,Ana,DESARROLLADOR,6069079246,false
,Diana,,6028349213,false
COL643,Ana,GERENTE,6040099334,true
COL644,Pedro,SOPORTE TÉCNICO,6077748361,true
COL645,Luis,Gerente,604183763,true
COL646,Ana,DESPACHADOR,6079337515,false
COL647,Jorge,Soporte Técnico,6032853981,false
COL648, Diana ,Despachador,6097389000,true
COL649,Carlos,DISEÑADOR,6078758457,true
0,Diana,,6078000169,true
COL651,Pedro,Diseñador,6047099483,true
COL652,Pedro,Soporte Técnico,606012400,true
COL653,Ana,Soporte Técnico,603767292,false
COL654,Diana,Soporte Técnico,607840640,true
COL655,Sofia,Diseñador,603645190,false
COL656,Sofia,Despachador,6025968854,false
COL657,Diana,GERENTE,6095763959,false
COL658,Luis,DESARROLLADOR,6034525649,true
COL659,Juan,Despachador,6011776010,false
COL660, Laura ,Despachador,6062502913,false
COL661,Carlos,Desarrollador,6010594066,false
,Laura,,6048198436,true
COL663,Jorge,Gerente,6035419436,false
COL664,Pedro,Despachador,6042427141,true
COL665,Jorge,GERENTE,6026426285,true
COL666,Juan,Desarrollador,607152033,true
COL667, Ana ,Desarrollador,6014642977,true
COL668,Diana,Desarrollador,6068734362,false
COL669,Ana,DISEÑADOR,6022345166,false
COL670,Ana,Desarrollador,6036386244,true
COL671,Laura,DESARROLLADOR,6082941315,true
COL672, Laura ,Diseñador,6049597050,false
COL673, Diana ,Diseñador,6089123663,true
COL674,Ana,DESPACHADOR,6093579335,true
COL675,Luis,Despachador,6092587974,true
0,Juan,,6089225426,true
COL677,Maria,Desarrollador,6086905456,false
COL678, Maria ,Desarrollador,6023883720,false
COL679,Maria,Gerente,6081965455,false
COL680, Ana ,Soporte Técnico,6099287265,false
COL681,Luis,Desarrollador,6059320406,false
,Jorge,,6097866217,false
COL683,Laura,Desarrollador,6081017619,true
COL684,Maria,Desarrollador,6071974938,false
COL685,Jorge,DESPACHADOR,6041724950,true
COL686,Diana,DISEÑADOR,6095753925,false
,Diana,,6043595381,true
COL688, Maria ,Despachador,6051543560,true
COL689,Laura,DISEÑADOR,6064749202,false
COL690,Sofia,Diseñador,6057950777,false
COL691, Ana ,Despachador,6030150442,false
COL692,Pedro,Gerente,604592168,true
COL693,Sofia,Despachador,6016270219,true
COL694,Sofia,Desarrollador,607427710,true
COL695, Maria ,Diseñador,6039754874,false
,Ana,,6041982233,false
COL697, Laura ,Diseñador,6051742790,false
COL698, Luis ,Despachador,6075480279,false
COL699,Maria,DISEÑADOR,6058888442,false
COL700,Jorge,Diseñador,6023961365,false
COL701, Ana ,Diseñador,6032378996,false
COL702,Carlos,Desarrollador,6035688291,true
COL703,Luis,GERENTE,6084875234,false
COL704,Diana,DESPACHADOR,6064526389,true
COL705,Sofia,Despachador,6016340645,false
COL706,Ana,SOPORTE TÉCNICO,6070437225,false
COL707,Maria,Diseñador,607745782,true
COL708,Laura,Soporte Técnico,6029350619,true
COL709,Ana,Gerente,6071581850,true
COL710,Juan,DISEÑADOR,6023422865,false
COL711, Carlos ,Desarrollador,6044788397,true
COL712,Pedro,Desarrollador,603715276,false
COL713,Laura,GERENTE,6033764631,true
COL714,Carlos,Despachador,601495103,true
0,Maria,,6072646986,true
COL716,Jorge,GERENTE,6027166874,false
COL717,Maria,Diseñador,6022688343,true
COL718,Pedro,DESPACHADOR,6030526718,true
COL719,Pedro,DESARROLLADOR,6043521897,true
COL720,Maria,DISEÑADOR,6051858716,true
COL721,Jorge,DESPACHADOR,6016225099,true
COL722,Diana,Desarrollador,608958001,false
COL723,Luis,Gerente,6059257918,true
0,Carlos,,6011607121,true
,Maria,,6073858810,false
COL726,Pedro,SOPORTE TÉCNICO,6019838394,false
COL727, Laura ,Gerente,6085442896,false
COL728,Sofia,DESPACHADOR,6089714042,true
COL729,Luis,Gerente,605595034,false
,Maria,,6013536565,false
,Maria,,6094806910,false
COL732,Laura,GERENTE,6021093606,true
COL733,Pedro,GERENTE,6038489977,true
COL734,Laura,Soporte Técnico,602370881,true
COL735,Luis,Despachador,6093300810,false
COL736, Carlos ,Soporte Técnico,6013381912,false
COL737,Jorge,DISEÑADOR,6060828678,true
COL738,Maria,SOPORTE TÉCNICO,6090792630,false
COL739, Maria ,Soporte Técnico,6034037344,true
COL740,Luis,SOPORTE TÉCNICO,6017564112,false
COL741,Jorge,Despachador,6066224021,false
COL742, Laura ,Soporte Técnico,6031392637,false
COL743,Maria,Soporte Técnico,6072359165,true
COL744,Ana,DESARROLLADOR,6061721754,false
COL745, Pedro ,Gerente,6035512862,false
COL746, Ana ,Gerente,6098334282,false
COL747,Ana,Gerente,609725035,true
COL748,Luis,Soporte Técnico,6042159247,true
COL749,Ana,DISEÑADOR,6033704766,true
COL750,Juan,GERENTE,6032480162,true
COL751, Luis ,Soporte Técnico,6074159286,true
COL752, Luis ,Diseñador,6044762408,true
COL753,Pedro,Diseñador,6013300016,true
COL754,Ana,Gerente,6062093907,true
COL755,Luis,DESARROLLADOR,6052522496,false
COL756,Carlos,DESARROLLADOR,6098671025,true
,Pedro,,6023348484,false
COL758, Juan ,Soporte Técnico,6058572691,false
COL759,Laura,SOPORTE TÉCNICO,6084862352,true
COL760,Carlos,DESARROLLADOR,6047767341,true
COL761,Carlos,Desarrollador,609349444,true
,Carlos,,6044312801,false
COL763,Pedro,Soporte Técnico,6089016799,true
COL764,Pedro,GERENTE,6042521886,true
COL765,Sofia,SOPORTE TÉCNICO,6062704090,false
,Laura,,6033067523,true
COL767,Carlos,DISEÑADOR,6051081654,true
COL768,Luis,Diseñador,6099928695,true
COL769,Carlos,DISEÑADOR,6058559267,true
COL770, Maria ,Diseñador,6017208251,true
COL771,Juan,DISEÑADOR,6069805099,false
COL772,Diana,Desarrollador,609735669,true
COL773,Ana,DESPACHADOR,6060675721,true
,Juan,,6076768198,true
COL775, Carlos ,Diseñador,6073538603,true
COL776,Laura,DESARROLLADOR,6077325263,true
COL777, Diana ,Despachador,6064505755,true
COL778,Jorge,DISEÑADOR,6065170626,false
COL779,Pedro,DISEÑADOR,6028669630,false
COL780,Pedro,Despachador,6021243100,true
COL781, Jorge ,Diseñador,6035588693,false
COL782, Jorge ,Desarrollador,6084950121,false
COL783,Laura,DESPACHADOR,6036943101,true
COL784,Diana,SOPORTE TÉCNICO,6012295312,true
COL785,Sofia,Soporte Técnico,606296340,true
COL786, Pedro ,Despachador,6062421355,false
COL787,Diana,DESPACHADOR,6061950246,true
COL788,Carlos,Diseñador,601291854,false
COL789,Diana,DESPACHADOR,6066526835,true
COL790,Ana,DESARROLLADOR,6047972223,false
COL791,Jorge,Despachador,607898826,true
COL792,Maria,DESARROLLADOR,6092858909,false
COL793, Ana ,Gerente,6024011818,true
COL794,Diana,GERENTE,6012432128,true
,Juan,,6077946344,true
COL796,Sofia,DISEÑADOR,6059092571,true
COL797,Pedro,Desarrollador,6019743803,false
COL798,Carlos,DISEÑADOR,6078700569,false
COL799,Laura,Diseñador,605666008,true
0,Diana,,6062717288,false
COL801, Maria ,Diseñador,6076849843,true
COL802,Pedro,SOPORTE TÉCNICO,6042968707,false
COL803, Luis ,Soporte Técnico,6046403941,false
COL804,Carlos,Gerente,6084777885,false
COL805,Pedro,Diseñador,6094805267,false
COL806,Carlos,Soporte Técnico,6093255840,false
COL807, Sofia ,Desarrollador,6019524709,false
COL808, Ana ,Soporte Técnico,6020658274,true
COL809,Maria,Despachador,609169035,true
COL810,Maria,Gerente,605284577,false
COL811,Ana,Diseñador,601334326,false
COL812,Laura,DISEÑADOR,6049469956,false
,Jorge,,6026621703,false
COL814,Laura,DESPACHADOR,6068122516,false
COL815,Juan,DESPACHADOR,6082598591,false
COL816,Pedro,DISEÑADOR,6088986213,false
COL817,Carlos,DESARROLLADOR,6070676657,false
COL818,Juan,DESPACHADOR,6090541777,false
COL819,Juan,DESPACHADOR,6092384057,false
COL820, Luis ,Despachador,6082856392,false
COL821,Maria,Desarrollador,6075293233,false
COL822,Ana,DISEÑADOR,6095727023,false
COL823, Maria ,Desarrollador,6053721270,false
COL824,Laura,GERENTE,6047653668,true
COL825,Diana,GERENTE,6065725194,true
COL826,Laura,Despachador,607291925,true
COL827,Carlos,DESPACHADOR,6049071878,false
,Pedro,,6061088450,true
COL829,Diana,GERENTE,6022245821,true
COL830,Maria,DISEÑADOR,6027183166,true
COL831,Pedro,Desarrollador,6043650536,false
COL832,Sofia,DISEÑADOR,6088456114,false
COL833,Jorge,Desarrollador,6012099281,false
COL834, Ana ,Diseñador,6098139576,false
COL835,Laura,Diseñador,6028194866,false
0,Maria,,6073631033,false
COL837,Laura,Soporte Técnico,6066638022,true
COL838,Luis,Soporte Técnico,608632703,true
COL839, Juan ,Gerente,6050861105,true
COL840, Laura ,Desarrollador,6098244784,false
COL841,Carlos,Gerente,605553497,false
COL842,Diana,DESPACHADOR,6053016694,false
COL843,Sofia,Despachador,604883802,true
COL844,Diana,Gerente,6011979083,true
0,Sofia,,6066362540,false
COL846, Sofia ,Desarrollador,6092820076,false
0,Maria,,6072296389,false
COL848, Ana ,Despachador,6013927206,false
COL849,Jorge,Soporte Técnico,6014531045,false
COL850,Ana,Soporte Técnico,607076022,false
COL851,Carlos,SOPORTE TÉCNICO,6067141584,false
COL852,Pedro,Diseñador,6058648078,true
COL853,Jorge,DESARROLLADOR,6014723947,false
COL854,Luis,DESARROLLADOR,6041067114,false
COL855,Luis,Despachador,6034470349,false
COL856, Laura ,Despachador,6054565938,true
COL857,Ana,DESPACHADOR,6068728431,true
COL858,Laura,Diseñador,6053011012,false
COL859,Sofia,Desarrollador,608954996,true
COL860,Juan,DISEÑADOR,6061157788,false
COL861,Juan,Desarrollador,6043363834,false
COL862,Luis,Desarrollador,6061838049,false
COL863,Carlos,GERENTE,6065214926,false
COL864,Juan,Diseñador,6013474067,false
,Jorge,,6063278607,false
COL866,Luis,Diseñador,6080454526,false
COL867,Diana,Despachador,6079310565,true
COL868,Juan,Desarrollador,609026857,false
COL869, Pedro ,Despachador,6026828173,false
COL870,Sofia,Diseñador,609352074,true
COL871,Carlos,Desarrollador,6015497712,false
COL872, Luis ,Soporte Técnico,6051973779,true
COL873,Jorge,Diseñador,6048323579,true
COL874,Carlos,DESPACHADOR,6053754420,false
COL875,Juan,Diseñador,609232648,true
COL876,Diana,SOPORTE TÉCNICO,6095065689,true
COL877,Sofia,DESARROLLADOR,6043529933,true
COL878,Jorge,Diseñador,605594766,false
COL879, Maria ,Diseñador,6011630806,false
COL880,Maria,Gerente,602092870,true
COL881,Jorge,Diseñador,6031220061,true
COL882,Carlos,DESPACHADOR,6018531282,true
COL883,Diana,SOPORTE TÉCNICO,6023916493,true
COL884, Maria ,Desarrollador,6087020156,true
COL885,Juan,Desarrollador,601788168,false
COL886,Juan,GERENTE,6043385526,false
COL887,Maria,Gerente,601741965,true
COL888,Sofia,Gerente,6014556801,false
COL889,Carlos,Soporte Técnico,6059132874,false
COL890, Maria ,Desarrollador,6015725022,false
COL891,Maria,Gerente,6064845869,true
COL892,Juan,Despachador,6080189406,true
COL893,Maria,Soporte Técnico,605557355,true
COL894,Juan,Despachador,6018591135,false
,Maria,,6057346032,true
COL896,Diana,Desarrollador,603603570,true
COL897,Pedro,DESPACHADOR,6023262403,true
COL898,Carlos,SOPORTE TÉCNICO,6085166389,false
COL899,Juan,Diseñador,6024619401,false
COL900,Maria,Soporte Técnico,605222649,true
COL901,Carlos,DESPACHADOR,6018305479,true
COL902,Jorge,SOPORTE TÉCNICO,6020151668,true
COL903,Maria,Desarrollador,6069344435,false
COL904,Diana,SOPORTE TÉCNICO,6037338090,true
COL905, Jorge ,Despachador,6044697503,false
COL906,Carlos,Soporte Técnico,608329359,true
COL907,Jorge,Soporte Técnico,606853467,false
COL908,Juan,GERENTE,6035310217,true
COL909,Sofia,DESPACHADOR,6060303657,true
COL910, Diana ,Diseñador,6085809163,true
COL911,Sofia,DISEÑADOR,6064077825,false
,Maria,,6038138721,true
COL913, Ana ,Diseñador,6065627117,true
COL914, Sofia ,Gerente,6011618904,true
COL915,Jorge,GERENTE,6046857257,true
COL916,Diana,Gerente,608855039,false
COL917,Laura,SOPORTE TÉCNICO,6050048835,true
COL918,Laura,Despachador,603524276,true
COL919,Maria,GERENTE,6028016580,true
COL920,Jorge,Desarrollador,605288079,true
COL921,Sofia,Soporte Técnico,603998095,false
COL922,Laura,DESPACHADOR,6015510531,true
,Juan,,6067448308,false
COL924,Diana,Diseñador,6039068760,false
COL925,Ana,DISEÑADOR,6036135027,false
COL926,Sofia,DESPACHADOR,6033784787,true
COL927,Juan,GERENTE,6076649528,false
COL928,Juan,DESPACHADOR,6085557040,true
COL929,Laura,Soporte Técnico,6079889620,true
COL930,Juan,Despachador,609301081,false
COL931,Maria,Soporte Técnico,605657552,false
COL932,Juan,Diseñador,609685084,false
COL933,Sofia,Gerente,609206264,true
COL934,Carlos,GERENTE,6067614268,false
COL935,Carlos,DISEÑADOR,6016890996,false
COL936,Juan,DISEÑADOR,6073786974,false
COL937,Ana,DISEÑADOR,6040868451,true
COL938,Juan,DESPACHADOR,6050321007,true
COL939,Ana,Soporte Técnico,6096235359,true
COL940,Maria,Soporte Técnico,6043613875,false
COL941,Ana,DESPACHADOR,6087641415,true
COL942,Carlos,DESPACHADOR,6096787031,false
COL943,Juan,Gerente,6013957627,true
COL944,Ana,Despachador,605092672,false
COL945,Laura,Diseñador,605259563,false
COL946, Sofia ,Desarrollador,6026807948,false
COL947,Pedro,DESARROLLADOR,6062775490,true
COL948, Sofia ,Gerente,6012736243,false
COL949,Jorge,Diseñador,6091614746,false
COL950,Pedro,DESARROLLADOR,6074818386,false
COL951,Laura,Diseñador,6011723059,true
COL952,Diana,GERENTE,6031261125,true
COL953, Juan ,Desarrollador,6098267859,true
,Diana,,6098584240,false
COL955,Jorge,Soporte Técnico,605473492,false
COL956,Sofia,DISEÑADOR,6057487382,true
COL957, Maria ,Desarrollador,6027435013,true
COL958, Luis ,Gerente,6037019186,false
COL959,Laura,Diseñador,6092441391,true
COL960,Ana,Despachador,6050731158,false
COL961,Maria,Soporte Técnico,605930862,true
0,Carlos,,6071409588,true
COL963,Diana,Soporte Técnico,603448114,true
COL964,Maria,Despachador,6094291424,true
COL965,Maria,DESPACHADOR,6028671165,false
COL966, Juan ,Gerente,6042905559,true
,Jorge,,6085047201,true
COL968,Jorge,GERENTE,6016875000,false
COL969,Laura,Gerente,6015586922,true
COL970, Juan ,Gerente,6060229554,false
COL971,Carlos,SOPORTE TÉCNICO,6026342641,false
COL972,Diana,Gerente,602301171,false
,Laura,,6028363549,false
COL974, Luis ,Diseñador,6074539601,false
COL975, Diana ,Soporte Técnico,6057136795,true
COL976,Luis,Gerente,609701594,true
COL977, Pedro ,Gerente,6017184802,false
COL978,Carlos,Despachador,602909367,false
COL979,Laura,SOPORTE TÉCNICO,6070357718,false
COL980,Sofia,DISEÑADOR,6088668860,true
COL981,Diana,Gerente,606114200,false
COL982,Luis,Despachador,6017774035,false
,Sofia,,6057142935,false
COL984,Sofia,Gerente,6075640800,true
0,Pedro,,6078289487,false
COL986,Pedro,Gerente,601322147,false
COL987,Diana,DESARROLLADOR,6035617554,true
COL988,Carlos,DESARROLLADOR,6078278736,true
COL989,Juan,Despachador,6091748191,true
COL990,Sofia,SOPORTE TÉCNICO,6072512716,true
COL991,Juan,SOPORTE TÉCNICO,6071024673,false
COL992,Ana,DESARROLLADOR,6051610132,false
COL993,Laura,GERENTE,6055797331,false
COL994, Sofia ,Desarrollador,6047450478,true
0,Carlos,,6084136230,true
COL996,Juan,DISEÑADOR,6079418698,false
COL997,Juan,Gerente,601442145,false
COL998,Pedro,GERENTE,6039041333,false
COL999, Juan ,Gerente,6050932667,true
COL1000,Luis,Soporte Técnico,6047029256,true
